Data,
14/09/2015,14.25
15/09/2015,14.25
16/09/2015,14.25
17/09/2015,14.25
18/09/2015,14.25
19/09/2015,14.25
20/09/2015,14.25
21/09/2015,14.25
22/09/2015,14.25
23/09/2015,14.25
24/09/2015,14.25
25/09/2015,14.25
26/09/2015,14.25
27/09/2015,14.25
28/09/2015,14.25
29/09/2015,14.25
30/09/2015,14.25
1/10/2015,14.25
2/10/2015,14.25
3/10/2015,14.25
4/10/2015,14.25
5/10/2015,14.25
6/10/2015,14.25
7/10/2015,14.25
8/10/2015,14.25
9/10/2015,14.25
10/10/2015,14.25
11/10/2015,14.25
12/10/2015,14.25
13/10/2015,14.25
14/10/2015,14.25
15/10/2015,14.25
16/10/2015,14.25
17/10/2015,14.25
18/10/2015,14.25
19/10/2015,14.25
20/10/2015,14.25
21/10/2015,14.25
22/10/2015,14.25
23/10/2015,14.25
24/10/2015,14.25
25/10/2015,14.25
26/10/2015,14.25
27/10/2015,14.25
28/10/2015,14.25
29/10/2015,14.25
30/10/2015,14.25
31/10/2015,14.25
1/11/2015,14.25
2/11/2015,14.25
3/11/2015,14.25
4/11/2015,14.25
5/11/2015,14.25
6/11/2015,14.25
7/11/2015,14.25
8/11/2015,14.25
9/11/2015,14.25
10/11/2015,14.25
11/11/2015,14.25
12/11/2015,14.25
13/11/2015,14.25
14/11/2015,14.25
15/11/2015,14.25
16/11/2015,14.25
17/11/2015,14.25
18/11/2015,14.25
19/11/2015,14.25
20/11/2015,14.25
21/11/2015,14.25
22/11/2015,14.25
23/11/2015,14.25
24/11/2015,14.25
25/11/2015,14.25
26/11/2015,14.25
27/11/2015,14.25
28/11/2015,14.25
29/11/2015,14.25
30/11/2015,14.25
1/12/2015,14.25
2/12/2015,14.25
3/12/2015,14.25
4/12/2015,14.25
5/12/2015,14.25
6/12/2015,14.25
7/12/2015,14.25
8/12/2015,14.25
9/12/2015,14.25
10/12/2015,14.25
11/12/2015,14.25
12/12/2015,14.25
13/12/2015,14.25
14/12/2015,14.25
15/12/2015,14.25
16/12/2015,14.25
17/12/2015,14.25
18/12/2015,14.25
19/12/2015,14.25
20/12/2015,14.25
21/12/2015,14.25
22/12/2015,14.25
23/12/2015,14.25
24/12/2015,14.25
25/12/2015,14.25
26/12/2015,14.25
27/12/2015,14.25
28/12/2015,14.25
29/12/2015,14.25
30/12/2015,14.25
31/12/2015,14.25
1/1/2016,14.25
2/1/2016,14.25
3/1/2016,14.25
4/1/2016,14.25
5/1/2016,14.25
6/1/2016,14.25
7/1/2016,14.25
8/1/2016,14.25
9/1/2016,14.25
10/1/2016,14.25
11/1/2016,14.25
12/1/2016,14.25
13/01/2016,14.25
14/01/2016,14.25
15/01/2016,14.25
16/01/2016,14.25
17/01/2016,14.25
18/01/2016,14.25
19/01/2016,14.25
20/01/2016,14.25
21/01/2016,14.25
22/01/2016,14.25
23/01/2016,14.25
24/01/2016,14.25
25/01/2016,14.25
26/01/2016,14.25
27/01/2016,14.25
28/01/2016,14.25
29/01/2016,14.25
30/01/2016,14.25
31/01/2016,14.25
1/2/2016,14.25
2/2/2016,14.25
3/2/2016,14.25
4/2/2016,14.25
5/2/2016,14.25
6/2/2016,14.25
7/2/2016,14.25
8/2/2016,14.25
9/2/2016,14.25
10/2/2016,14.25
11/2/2016,14.25
12/2/2016,14.25
13/02/2016,14.25
14/02/2016,14.25
15/02/2016,14.25
16/02/2016,14.25
17/02/2016,14.25
18/02/2016,14.25
19/02/2016,14.25
20/02/2016,14.25
21/02/2016,14.25
22/02/2016,14.25
23/02/2016,14.25
24/02/2016,14.25
25/02/2016,14.25
26/02/2016,14.25
27/02/2016,14.25
28/02/2016,14.25
29/02/2016,14.25
1/3/2016,14.25
2/3/2016,14.25
3/3/2016,14.25
4/3/2016,14.25
5/3/2016,14.25
6/3/2016,14.25
7/3/2016,14.25
8/3/2016,14.25
9/3/2016,14.25
10/3/2016,14.25
11/3/2016,14.25
12/3/2016,14.25
13/03/2016,14.25
14/03/2016,14.25
15/03/2016,14.25
16/03/2016,14.25
17/03/2016,14.25
18/03/2016,14.25
19/03/2016,14.25
20/03/2016,14.25
21/03/2016,14.25
22/03/2016,14.25
23/03/2016,14.25
24/03/2016,14.25
25/03/2016,14.25
26/03/2016,14.25
27/03/2016,14.25
28/03/2016,14.25
29/03/2016,14.25
30/03/2016,14.25
31/03/2016,14.25
1/4/2016,14.25
2/4/2016,14.25
3/4/2016,14.25
4/4/2016,14.25
5/4/2016,14.25
6/4/2016,14.25
7/4/2016,14.25
8/4/2016,14.25
9/4/2016,14.25
10/4/2016,14.25
11/4/2016,14.25
12/4/2016,14.25
13/04/2016,14.25
14/04/2016,14.25
15/04/2016,14.25
16/04/2016,14.25
17/04/2016,14.25
18/04/2016,14.25
19/04/2016,14.25
20/04/2016,14.25
21/04/2016,14.25
22/04/2016,14.25
23/04/2016,14.25
24/04/2016,14.25
25/04/2016,14.25
26/04/2016,14.25
27/04/2016,14.25
28/04/2016,14.25
29/04/2016,14.25
30/04/2016,14.25
1/5/2016,14.25
2/5/2016,14.25
3/5/2016,14.25
4/5/2016,14.25
5/5/2016,14.25
6/5/2016,14.25
7/5/2016,14.25
8/5/2016,14.25
9/5/2016,14.25
10/5/2016,14.25
11/5/2016,14.25
12/5/2016,14.25
13/05/2016,14.25
14/05/2016,14.25
15/05/2016,14.25
16/05/2016,14.25
17/05/2016,14.25
18/05/2016,14.25
19/05/2016,14.25
20/05/2016,14.25
21/05/2016,14.25
22/05/2016,14.25
23/05/2016,14.25
24/05/2016,14.25
25/05/2016,14.25
26/05/2016,14.25
27/05/2016,14.25
28/05/2016,14.25
29/05/2016,14.25
30/05/2016,14.25
31/05/2016,14.25
1/6/2016,14.25
2/6/2016,14.25
3/6/2016,14.25
4/6/2016,14.25
5/6/2016,14.25
6/6/2016,14.25
7/6/2016,14.25
8/6/2016,14.25
9/6/2016,14.25
10/6/2016,14.25
11/6/2016,14.25
12/6/2016,14.25
13/06/2016,14.25
14/06/2016,14.25
15/06/2016,14.25
16/06/2016,14.25
17/06/2016,14.25
18/06/2016,14.25
19/06/2016,14.25
20/06/2016,14.25
21/06/2016,14.25
22/06/2016,14.25
23/06/2016,14.25
24/06/2016,14.25
25/06/2016,14.25
26/06/2016,14.25
27/06/2016,14.25
28/06/2016,14.25
29/06/2016,14.25
30/06/2016,14.25
1/7/2016,14.25
2/7/2016,14.25
3/7/2016,14.25
4/7/2016,14.25
5/7/2016,14.25
6/7/2016,14.25
7/7/2016,14.25
8/7/2016,14.25
9/7/2016,14.25
10/7/2016,14.25
11/7/2016,14.25
12/7/2016,14.25
13/07/2016,14.25
14/07/2016,14.25
15/07/2016,14.25
16/07/2016,14.25
17/07/2016,14.25
18/07/2016,14.25
19/07/2016,14.25
20/07/2016,14.25
21/07/2016,14.25
22/07/2016,14.25
23/07/2016,14.25
24/07/2016,14.25
25/07/2016,14.25
26/07/2016,14.25
27/07/2016,14.25
28/07/2016,14.25
29/07/2016,14.25
30/07/2016,14.25
31/07/2016,14.25
1/8/2016,14.25
2/8/2016,14.25
3/8/2016,14.25
4/8/2016,14.25
5/8/2016,14.25
6/8/2016,14.25
7/8/2016,14.25
8/8/2016,14.25
9/8/2016,14.25
10/8/2016,14.25
11/8/2016,14.25
12/8/2016,14.25
13/08/2016,14.25
14/08/2016,14.25
15/08/2016,14.25
16/08/2016,14.25
17/08/2016,14.25
18/08/2016,14.25
19/08/2016,14.25
20/08/2016,14.25
21/08/2016,14.25
22/08/2016,14.25
23/08/2016,14.25
24/08/2016,14.25
25/08/2016,14.25
26/08/2016,14.25
27/08/2016,14.25
28/08/2016,14.25
29/08/2016,14.25
30/08/2016,14.25
31/08/2016,14.25
1/9/2016,14.25
2/9/2016,14.25
3/9/2016,14.25
4/9/2016,14.25
5/9/2016,14.25
6/9/2016,14.25
7/9/2016,14.25
8/9/2016,14.25
9/9/2016,14.25
10/9/2016,14.25
11/9/2016,14.25
12/9/2016,14.25
13/09/2016,14.25
14/09/2016,14.25
15/09/2016,14.25
16/09/2016,14.25
17/09/2016,14.25
18/09/2016,14.25
19/09/2016,14.25
20/09/2016,14.25
21/09/2016,14.25
22/09/2016,14.25
23/09/2016,14.25
24/09/2016,14.25
25/09/2016,14.25
26/09/2016,14.25
27/09/2016,14.25
28/09/2016,14.25
29/09/2016,14.25
30/09/2016,14.25
1/10/2016,14.25
2/10/2016,14.25
3/10/2016,14.25
4/10/2016,14.25
5/10/2016,14.25
6/10/2016,14.25
7/10/2016,14.25
8/10/2016,14.25
9/10/2016,14.25
10/10/2016,14.25
11/10/2016,14.25
12/10/2016,14.25
13/10/2016,14.25
14/10/2016,14.25
15/10/2016,14.25
16/10/2016,14.25
17/10/2016,14.25
18/10/2016,14.25
19/10/2016,14.25
20/10/2016,14
21/10/2016,14
22/10/2016,14
23/10/2016,14
24/10/2016,14
25/10/2016,14
26/10/2016,14
27/10/2016,14
28/10/2016,14
29/10/2016,14
30/10/2016,14
31/10/2016,14
1/11/2016,14
2/11/2016,14
3/11/2016,14
4/11/2016,14
5/11/2016,14
6/11/2016,14
7/11/2016,14
8/11/2016,14
9/11/2016,14
10/11/2016,14
11/11/2016,14
12/11/2016,14
13/11/2016,14
14/11/2016,14
15/11/2016,14
16/11/2016,14
17/11/2016,14
18/11/2016,14
19/11/2016,14
20/11/2016,14
21/11/2016,14
22/11/2016,14
23/11/2016,14
24/11/2016,14
25/11/2016,14
26/11/2016,14
27/11/2016,14
28/11/2016,14
29/11/2016,14
30/11/2016,14
1/12/2016,13.75
2/12/2016,13.75
3/12/2016,13.75
4/12/2016,13.75
5/12/2016,13.75
6/12/2016,13.75
7/12/2016,13.75
8/12/2016,13.75
9/12/2016,13.75
10/12/2016,13.75
11/12/2016,13.75
12/12/2016,13.75
13/12/2016,13.75
14/12/2016,13.75
15/12/2016,13.75
16/12/2016,13.75
17/12/2016,13.75
18/12/2016,13.75
19/12/2016,13.75
20/12/2016,13.75
21/12/2016,13.75
22/12/2016,13.75
23/12/2016,13.75
24/12/2016,13.75
25/12/2016,13.75
26/12/2016,13.75
27/12/2016,13.75
28/12/2016,13.75
29/12/2016,13.75
30/12/2016,13.75
31/12/2016,13.75
1/1/2017,13.75
2/1/2017,13.75
3/1/2017,13.75
4/1/2017,13.75
5/1/2017,13.75
6/1/2017,13.75
7/1/2017,13.75
8/1/2017,13.75
9/1/2017,13.75
10/1/2017,13.75
11/1/2017,13.75
12/1/2017,13
13/01/2017,13
14/01/2017,13
15/01/2017,13
16/01/2017,13
17/01/2017,13
18/01/2017,13
19/01/2017,13
20/01/2017,13
21/01/2017,13
22/01/2017,13
23/01/2017,13
24/01/2017,13
25/01/2017,13
26/01/2017,13
27/01/2017,13
28/01/2017,13
29/01/2017,13
30/01/2017,13
31/01/2017,13
1/2/2017,13
2/2/2017,13
3/2/2017,13
4/2/2017,13
5/2/2017,13
6/2/2017,13
7/2/2017,13
8/2/2017,13
9/2/2017,13
10/2/2017,13
11/2/2017,13
12/2/2017,13
13/02/2017,13
14/02/2017,13
15/02/2017,13
16/02/2017,13
17/02/2017,13
18/02/2017,13
19/02/2017,13
20/02/2017,13
21/02/2017,13
22/02/2017,13
23/02/2017,12.25
24/02/2017,12.25
25/02/2017,12.25
26/02/2017,12.25
27/02/2017,12.25
28/02/2017,12.25
1/3/2017,12.25
2/3/2017,12.25
3/3/2017,12.25
4/3/2017,12.25
5/3/2017,12.25
6/3/2017,12.25
7/3/2017,12.25
8/3/2017,12.25
9/3/2017,12.25
10/3/2017,12.25
11/3/2017,12.25
12/3/2017,12.25
13/03/2017,12.25
14/03/2017,12.25
15/03/2017,12.25
16/03/2017,12.25
17/03/2017,12.25
18/03/2017,12.25
19/03/2017,12.25
20/03/2017,12.25
21/03/2017,12.25
22/03/2017,12.25
23/03/2017,12.25
24/03/2017,12.25
25/03/2017,12.25
26/03/2017,12.25
27/03/2017,12.25
28/03/2017,12.25
29/03/2017,12.25
30/03/2017,12.25
31/03/2017,12.25
1/4/2017,12.25
2/4/2017,12.25
3/4/2017,12.25
4/4/2017,12.25
5/4/2017,12.25
6/4/2017,12.25
7/4/2017,12.25
8/4/2017,12.25
9/4/2017,12.25
10/4/2017,12.25
11/4/2017,12.25
12/4/2017,12.25
13/04/2017,11.25
14/04/2017,11.25
15/04/2017,11.25
16/04/2017,11.25
17/04/2017,11.25
18/04/2017,11.25
19/04/2017,11.25
20/04/2017,11.25
21/04/2017,11.25
22/04/2017,11.25
23/04/2017,11.25
24/04/2017,11.25
25/04/2017,11.25
26/04/2017,11.25
27/04/2017,11.25
28/04/2017,11.25
29/04/2017,11.25
30/04/2017,11.25
1/5/2017,11.25
2/5/2017,11.25
3/5/2017,11.25
4/5/2017,11.25
5/5/2017,11.25
6/5/2017,11.25
7/5/2017,11.25
8/5/2017,11.25
9/5/2017,11.25
10/5/2017,11.25
11/5/2017,11.25
12/5/2017,11.25
13/05/2017,11.25
14/05/2017,11.25
15/05/2017,11.25
16/05/2017,11.25
17/05/2017,11.25
18/05/2017,11.25
19/05/2017,11.25
20/05/2017,11.25
21/05/2017,11.25
22/05/2017,11.25
23/05/2017,11.25
24/05/2017,11.25
25/05/2017,11.25
26/05/2017,11.25
27/05/2017,11.25
28/05/2017,11.25
29/05/2017,11.25
30/05/2017,11.25
31/05/2017,11.25
1/6/2017,10.25
2/6/2017,10.25
3/6/2017,10.25
4/6/2017,10.25
5/6/2017,10.25
6/6/2017,10.25
7/6/2017,10.25
8/6/2017,10.25
9/6/2017,10.25
10/6/2017,10.25
11/6/2017,10.25
12/6/2017,10.25
13/06/2017,10.25
14/06/2017,10.25
15/06/2017,10.25
16/06/2017,10.25
17/06/2017,10.25
18/06/2017,10.25
19/06/2017,10.25
20/06/2017,10.25
21/06/2017,10.25
22/06/2017,10.25
23/06/2017,10.25
24/06/2017,10.25
25/06/2017,10.25
26/06/2017,10.25
27/06/2017,10.25
28/06/2017,10.25
29/06/2017,10.25
30/06/2017,10.25
1/7/2017,10.25
2/7/2017,10.25
3/7/2017,10.25
4/7/2017,10.25
5/7/2017,10.25
6/7/2017,10.25
7/7/2017,10.25
8/7/2017,10.25
9/7/2017,10.25
10/7/2017,10.25
11/7/2017,10.25
12/7/2017,10.25
13/07/2017,10.25
14/07/2017,10.25
15/07/2017,10.25
16/07/2017,10.25
17/07/2017,10.25
18/07/2017,10.25
19/07/2017,10.25
20/07/2017,10.25
21/07/2017,10.25
22/07/2017,10.25
23/07/2017,10.25
24/07/2017,10.25
25/07/2017,10.25
26/07/2017,10.25
27/07/2017,9.25
28/07/2017,9.25
29/07/2017,9.25
30/07/2017,9.25
31/07/2017,9.25
1/8/2017,9.25
2/8/2017,9.25
3/8/2017,9.25
4/8/2017,9.25
5/8/2017,9.25
6/8/2017,9.25
7/8/2017,9.25
8/8/2017,9.25
9/8/2017,9.25
10/8/2017,9.25
11/8/2017,9.25
12/8/2017,9.25
13/08/2017,9.25
14/08/2017,9.25
15/08/2017,9.25
16/08/2017,9.25
17/08/2017,9.25
18/08/2017,9.25
19/08/2017,9.25
20/08/2017,9.25
21/08/2017,9.25
22/08/2017,9.25
23/08/2017,9.25
24/08/2017,9.25
25/08/2017,9.25
26/08/2017,9.25
27/08/2017,9.25
28/08/2017,9.25
29/08/2017,9.25
30/08/2017,9.25
31/08/2017,9.25
1/9/2017,9.25
2/9/2017,9.25
3/9/2017,9.25
4/9/2017,9.25
5/9/2017,9.25
6/9/2017,9.25
7/9/2017,9.25
8/9/2017,8.25
9/9/2017,8.25
10/9/2017,8.25
11/9/2017,8.25
12/9/2017,8.25
13/09/2017,8.25
14/09/2017,8.25
15/09/2017,8.25
16/09/2017,8.25
17/09/2017,8.25
18/09/2017,8.25
19/09/2017,8.25
20/09/2017,8.25
21/09/2017,8.25
22/09/2017,8.25
23/09/2017,8.25
24/09/2017,8.25
25/09/2017,8.25
26/09/2017,8.25
27/09/2017,8.25
28/09/2017,8.25
29/09/2017,8.25
30/09/2017,8.25
1/10/2017,8.25
2/10/2017,8.25
3/10/2017,8.25
4/10/2017,8.25
5/10/2017,8.25
6/10/2017,8.25
7/10/2017,8.25
8/10/2017,8.25
9/10/2017,8.25
10/10/2017,8.25
11/10/2017,8.25
12/10/2017,8.25
13/10/2017,8.25
14/10/2017,8.25
15/10/2017,8.25
16/10/2017,8.25
17/10/2017,8.25
18/10/2017,8.25
19/10/2017,8.25
20/10/2017,8.25
21/10/2017,8.25
22/10/2017,8.25
23/10/2017,8.25
24/10/2017,8.25
25/10/2017,8.25
26/10/2017,7.5
27/10/2017,7.5
28/10/2017,7.5
29/10/2017,7.5
30/10/2017,7.5
31/10/2017,7.5
1/11/2017,7.5
2/11/2017,7.5
3/11/2017,7.5
4/11/2017,7.5
5/11/2017,7.5
6/11/2017,7.5
7/11/2017,7.5
8/11/2017,7.5
9/11/2017,7.5
10/11/2017,7.5
11/11/2017,7.5
12/11/2017,7.5
13/11/2017,7.5
14/11/2017,7.5
15/11/2017,7.5
16/11/2017,7.5
17/11/2017,7.5
18/11/2017,7.5
19/11/2017,7.5
20/11/2017,7.5
21/11/2017,7.5
22/11/2017,7.5
23/11/2017,7.5
24/11/2017,7.5
25/11/2017,7.5
26/11/2017,7.5
27/11/2017,7.5
28/11/2017,7.5
29/11/2017,7.5
30/11/2017,7.5
1/12/2017,7.5
2/12/2017,7.5
3/12/2017,7.5
4/12/2017,7.5
5/12/2017,7.5
6/12/2017,7.5
7/12/2017,7
8/12/2017,7
9/12/2017,7
10/12/2017,7
11/12/2017,7
12/12/2017,7
13/12/2017,7
14/12/2017,7
15/12/2017,7
16/12/2017,7
17/12/2017,7
18/12/2017,7
19/12/2017,7
20/12/2017,7
21/12/2017,7
22/12/2017,7
23/12/2017,7
24/12/2017,7
25/12/2017,7
26/12/2017,7
27/12/2017,7
28/12/2017,7
29/12/2017,7
30/12/2017,7
31/12/2017,7
1/1/2018,7
2/1/2018,7
3/1/2018,7
4/1/2018,7
5/1/2018,7
6/1/2018,7
7/1/2018,7
8/1/2018,7
9/1/2018,7
10/1/2018,7
11/1/2018,7
12/1/2018,7
13/01/2018,7
14/01/2018,7
15/01/2018,7
16/01/2018,7
17/01/2018,7
18/01/2018,7
19/01/2018,7
20/01/2018,7
21/01/2018,7
22/01/2018,7
23/01/2018,7
24/01/2018,7
25/01/2018,7
26/01/2018,7
27/01/2018,7
28/01/2018,7
29/01/2018,7
30/01/2018,7
31/01/2018,7
1/2/2018,7
2/2/2018,7
3/2/2018,7
4/2/2018,7
5/2/2018,7
6/2/2018,7
7/2/2018,7
8/2/2018,6.75
9/2/2018,6.75
10/2/2018,6.75
11/2/2018,6.75
12/2/2018,6.75
13/02/2018,6.75
14/02/2018,6.75
15/02/2018,6.75
16/02/2018,6.75
17/02/2018,6.75
18/02/2018,6.75
19/02/2018,6.75
20/02/2018,6.75
21/02/2018,6.75
22/02/2018,6.75
23/02/2018,6.75
24/02/2018,6.75
25/02/2018,6.75
26/02/2018,6.75
27/02/2018,6.75
28/02/2018,6.75
1/3/2018,6.75
2/3/2018,6.75
3/3/2018,6.75
4/3/2018,6.75
5/3/2018,6.75
6/3/2018,6.75
7/3/2018,6.75
8/3/2018,6.75
9/3/2018,6.75
10/3/2018,6.75
11/3/2018,6.75
12/3/2018,6.75
13/03/2018,6.75
14/03/2018,6.75
15/03/2018,6.75
16/03/2018,6.75
17/03/2018,6.75
18/03/2018,6.75
19/03/2018,6.75
20/03/2018,6.75
21/03/2018,6.75
22/03/2018,6.5
23/03/2018,6.5
24/03/2018,6.5
25/03/2018,6.5
26/03/2018,6.5
27/03/2018,6.5
28/03/2018,6.5
29/03/2018,6.5
30/03/2018,6.5
31/03/2018,6.5
1/4/2018,6.5
2/4/2018,6.5
3/4/2018,6.5
4/4/2018,6.5
5/4/2018,6.5
6/4/2018,6.5
7/4/2018,6.5
8/4/2018,6.5
9/4/2018,6.5
10/4/2018,6.5
11/4/2018,6.5
12/4/2018,6.5
13/04/2018,6.5
14/04/2018,6.5
15/04/2018,6.5
16/04/2018,6.5
17/04/2018,6.5
18/04/2018,6.5
19/04/2018,6.5
20/04/2018,6.5
21/04/2018,6.5
22/04/2018,6.5
23/04/2018,6.5
24/04/2018,6.5
25/04/2018,6.5
26/04/2018,6.5
27/04/2018,6.5
28/04/2018,6.5
29/04/2018,6.5
30/04/2018,6.5
1/5/2018,6.5
2/5/2018,6.5
3/5/2018,6.5
4/5/2018,6.5
5/5/2018,6.5
6/5/2018,6.5
7/5/2018,6.5
8/5/2018,6.5
9/5/2018,6.5
10/5/2018,6.5
11/5/2018,6.5
12/5/2018,6.5
13/05/2018,6.5
14/05/2018,6.5
15/05/2018,6.5
16/05/2018,6.5
17/05/2018,6.5
18/05/2018,6.5
19/05/2018,6.5
20/05/2018,6.5
21/05/2018,6.5
22/05/2018,6.5
23/05/2018,6.5
24/05/2018,6.5
25/05/2018,6.5
26/05/2018,6.5
27/05/2018,6.5
28/05/2018,6.5
29/05/2018,6.5
30/05/2018,6.5
31/05/2018,6.5
1/6/2018,6.5
2/6/2018,6.5
3/6/2018,6.5
4/6/2018,6.5
5/6/2018,6.5
6/6/2018,6.5
7/6/2018,6.5
8/6/2018,6.5
9/6/2018,6.5
10/6/2018,6.5
11/6/2018,6.5
12/6/2018,6.5
13/06/2018,6.5
14/06/2018,6.5
15/06/2018,6.5
16/06/2018,6.5
17/06/2018,6.5
18/06/2018,6.5
19/06/2018,6.5
20/06/2018,6.5
21/06/2018,6.5
22/06/2018,6.5
23/06/2018,6.5
24/06/2018,6.5
25/06/2018,6.5
26/06/2018,6.5
27/06/2018,6.5
28/06/2018,6.5
29/06/2018,6.5
30/06/2018,6.5
1/7/2018,6.5
2/7/2018,6.5
3/7/2018,6.5
4/7/2018,6.5
5/7/2018,6.5
6/7/2018,6.5
7/7/2018,6.5
8/7/2018,6.5
9/7/2018,6.5
10/7/2018,6.5
11/7/2018,6.5
12/7/2018,6.5
13/07/2018,6.5
14/07/2018,6.5
15/07/2018,6.5
16/07/2018,6.5
17/07/2018,6.5
18/07/2018,6.5
19/07/2018,6.5
20/07/2018,6.5
21/07/2018,6.5
22/07/2018,6.5
23/07/2018,6.5
24/07/2018,6.5
25/07/2018,6.5
26/07/2018,6.5
27/07/2018,6.5
28/07/2018,6.5
29/07/2018,6.5
30/07/2018,6.5
31/07/2018,6.5
1/8/2018,6.5
2/8/2018,6.5
3/8/2018,6.5
4/8/2018,6.5
5/8/2018,6.5
6/8/2018,6.5
7/8/2018,6.5
8/8/2018,6.5
9/8/2018,6.5
10/8/2018,6.5
11/8/2018,6.5
12/8/2018,6.5
13/08/2018,6.5
14/08/2018,6.5
15/08/2018,6.5
16/08/2018,6.5
17/08/2018,6.5
18/08/2018,6.5
19/08/2018,6.5
20/08/2018,6.5
21/08/2018,6.5
22/08/2018,6.5
23/08/2018,6.5
24/08/2018,6.5
25/08/2018,6.5
26/08/2018,6.5
27/08/2018,6.5
28/08/2018,6.5
29/08/2018,6.5
30/08/2018,6.5
31/08/2018,6.5
1/9/2018,6.5
2/9/2018,6.5
3/9/2018,6.5
4/9/2018,6.5
5/9/2018,6.5
6/9/2018,6.5
7/9/2018,6.5
8/9/2018,6.5
9/9/2018,6.5
10/9/2018,6.5
11/9/2018,6.5
12/9/2018,6.5
13/09/2018,6.5
14/09/2018,6.5
15/09/2018,6.5
16/09/2018,6.5
17/09/2018,6.5
18/09/2018,6.5
19/09/2018,6.5
20/09/2018,6.5
21/09/2018,6.5
22/09/2018,6.5
23/09/2018,6.5
24/09/2018,6.5
25/09/2018,6.5
26/09/2018,6.5
27/09/2018,6.5
28/09/2018,6.5
29/09/2018,6.5
30/09/2018,6.5
1/10/2018,6.5
2/10/2018,6.5
3/10/2018,6.5
4/10/2018,6.5
5/10/2018,6.5
6/10/2018,6.5
7/10/2018,6.5
8/10/2018,6.5
9/10/2018,6.5
10/10/2018,6.5
11/10/2018,6.5
12/10/2018,6.5
13/10/2018,6.5
14/10/2018,6.5
15/10/2018,6.5
16/10/2018,6.5
17/10/2018,6.5
18/10/2018,6.5
19/10/2018,6.5
20/10/2018,6.5
21/10/2018,6.5
22/10/2018,6.5
23/10/2018,6.5
24/10/2018,6.5
25/10/2018,6.5
26/10/2018,6.5
27/10/2018,6.5
28/10/2018,6.5
29/10/2018,6.5
30/10/2018,6.5
31/10/2018,6.5
1/11/2018,6.5
2/11/2018,6.5
3/11/2018,6.5
4/11/2018,6.5
5/11/2018,6.5
6/11/2018,6.5
7/11/2018,6.5
8/11/2018,6.5
9/11/2018,6.5
10/11/2018,6.5
11/11/2018,6.5
12/11/2018,6.5
13/11/2018,6.5
14/11/2018,6.5
15/11/2018,6.5
16/11/2018,6.5
17/11/2018,6.5
18/11/2018,6.5
19/11/2018,6.5
20/11/2018,6.5
21/11/2018,6.5
22/11/2018,6.5
23/11/2018,6.5
24/11/2018,6.5
25/11/2018,6.5
26/11/2018,6.5
27/11/2018,6.5
28/11/2018,6.5
29/11/2018,6.5
30/11/2018,6.5
1/12/2018,6.5
2/12/2018,6.5
3/12/2018,6.5
4/12/2018,6.5
5/12/2018,6.5
6/12/2018,6.5
7/12/2018,6.5
8/12/2018,6.5
9/12/2018,6.5
10/12/2018,6.5
11/12/2018,6.5
12/12/2018,6.5
13/12/2018,6.5
14/12/2018,6.5
15/12/2018,6.5
16/12/2018,6.5
17/12/2018,6.5
18/12/2018,6.5
19/12/2018,6.5
20/12/2018,6.5
21/12/2018,6.5
22/12/2018,6.5
23/12/2018,6.5
24/12/2018,6.5
25/12/2018,6.5
26/12/2018,6.5
27/12/2018,6.5
28/12/2018,6.5
29/12/2018,6.5
30/12/2018,6.5
31/12/2018,6.5
1/1/2019,6.5
2/1/2019,6.5
3/1/2019,6.5
4/1/2019,6.5
5/1/2019,6.5
6/1/2019,6.5
7/1/2019,6.5
8/1/2019,6.5
9/1/2019,6.5
10/1/2019,6.5
11/1/2019,6.5
12/1/2019,6.5
13/01/2019,6.5
14/01/2019,6.5
15/01/2019,6.5
16/01/2019,6.5
17/01/2019,6.5
18/01/2019,6.5
19/01/2019,6.5
20/01/2019,6.5
21/01/2019,6.5
22/01/2019,6.5
23/01/2019,6.5
24/01/2019,6.5
25/01/2019,6.5
26/01/2019,6.5
27/01/2019,6.5
28/01/2019,6.5
29/01/2019,6.5
30/01/2019,6.5
31/01/2019,6.5
1/2/2019,6.5
2/2/2019,6.5
3/2/2019,6.5
4/2/2019,6.5
5/2/2019,6.5
6/2/2019,6.5
7/2/2019,6.5
8/2/2019,6.5
9/2/2019,6.5
10/2/2019,6.5
11/2/2019,6.5
12/2/2019,6.5
13/02/2019,6.5
14/02/2019,6.5
15/02/2019,6.5
16/02/2019,6.5
17/02/2019,6.5
18/02/2019,6.5
19/02/2019,6.5
20/02/2019,6.5
21/02/2019,6.5
22/02/2019,6.5
23/02/2019,6.5
24/02/2019,6.5
25/02/2019,6.5
26/02/2019,6.5
27/02/2019,6.5
28/02/2019,6.5
1/3/2019,6.5
2/3/2019,6.5
3/3/2019,6.5
4/3/2019,6.5
5/3/2019,6.5
6/3/2019,6.5
7/3/2019,6.5
8/3/2019,6.5
9/3/2019,6.5
10/3/2019,6.5
11/3/2019,6.5
12/3/2019,6.5
13/03/2019,6.5
14/03/2019,6.5
15/03/2019,6.5
16/03/2019,6.5
17/03/2019,6.5
18/03/2019,6.5
19/03/2019,6.5
20/03/2019,6.5
21/03/2019,6.5
22/03/2019,6.5
23/03/2019,6.5
24/03/2019,6.5
25/03/2019,6.5
26/03/2019,6.5
27/03/2019,6.5
28/03/2019,6.5
29/03/2019,6.5
30/03/2019,6.5
31/03/2019,6.5
1/4/2019,6.5
2/4/2019,6.5
3/4/2019,6.5
4/4/2019,6.5
